TransactionID,Time,Date,Drinker,License,Bar
7341,15:02:33,5/22/2018,Hiram Henson,383254-4286,TASTE OF EUROPE
7342,13:16:45,4/4/2018,Hedda Grimes,383254-4286,TASTE OF EUROPE
7343,16:07:35,5/22/2015,Allegra Barker,383254-4286,TASTE OF EUROPE
7344,10:45:50,3/10/2016,Jason Burch,383254-4286,TASTE OF EUROPE
7345,18:08:33,10/2/2015,Florence Vaughan,383254-4286,TASTE OF EUROPE
7346,6:40:46,3/23/2016,Kiayada Williamson,383254-4286,TASTE OF EUROPE
7347,17:37:27,7/15/2016,Finn Lyons,383254-4286,TASTE OF EUROPE
7348,18:32:58,11/30/2018,Irene Bridges,383254-4286,TASTE OF EUROPE
7349,7:37:32,9/27/2017,Finn Lyons,383254-4286,TASTE OF EUROPE
7350,16:00:07,12/23/2015,Duncan Albert,383254-4286,TASTE OF EUROPE
7351,6:16:09,12/8/2016,Hedley Dyer,383254-4286,TASTE OF EUROPE
7352,6:11:30,6/4/2015,Raphael Andrews,383254-4286,TASTE OF EUROPE
7353,8:45:05,8/25/2015,Rana Carroll,383254-4286,TASTE OF EUROPE
7354,17:58:35,12/26/2016,Adara Kidd,383254-4286,TASTE OF EUROPE
7355,18:09:20,6/2/2015,Whoopi Hopkins,383254-4286,TASTE OF EUROPE
7356,7:30:17,7/11/2016,Maxwell Mooney,383254-4286,TASTE OF EUROPE
7357,12:47:01,5/17/2017,Hashim Stokes,383254-4286,TASTE OF EUROPE
7358,18:54:56,10/16/2015,Alice Newton,383254-4286,TASTE OF EUROPE
7359,15:32:32,3/1/2016,Hedley Dyer,383254-4286,TASTE OF EUROPE
7360,13:09:48,1/2/2015,Jonas Dillard,383254-4286,TASTE OF EUROPE
7361,15:06:11,5/9/2017,Rana Stuart,383254-4286,TASTE OF EUROPE
7362,7:55:14,8/12/2015,Irene Rosa,383254-4286,TASTE OF EUROPE
7363,19:45:49,8/3/2015,Kaye Erickson,383254-4286,TASTE OF EUROPE
7364,17:13:21,2/19/2016,Lana Duke,383254-4286,TASTE OF EUROPE
7365,17:55:57,1/11/2016,Charlotte Sykes,383254-4286,TASTE OF EUROPE
7366,11:10:55,2/28/2018,Lamar Miranda,383254-4286,TASTE OF EUROPE
7367,6:29:34,10/20/2016,Dustin Blankenship,383254-4286,TASTE OF EUROPE
7368,10:44:48,5/16/2017,Kiayada Williamson,383254-4286,TASTE OF EUROPE
7369,16:20:04,2/28/2017,Jason Burch,383254-4286,TASTE OF EUROPE
7370,11:34:26,12/26/2016,Hedley Dyer,383254-4286,TASTE OF EUROPE
7371,7:24:44,12/7/2016,Eaton Barlow,383254-4286,TASTE OF EUROPE
7372,13:15:27,11/26/2015,Leroy Peters,383254-4286,TASTE OF EUROPE
7373,6:51:48,6/28/2018,Micah Logan,383254-4286,TASTE OF EUROPE
7374,15:19:39,12/14/2015,Jason Burch,383254-4286,TASTE OF EUROPE
7375,5:34:21,8/1/2018,Upton Riggs,383254-4286,TASTE OF EUROPE
7376,11:21:11,7/12/2016,Lenore Zamora,383254-4286,TASTE OF EUROPE
7377,12:14:13,2/3/2016,Raphael Andrews,383254-4286,TASTE OF EUROPE
7378,18:43:47,12/18/2018,Upton Riggs,383254-4286,TASTE OF EUROPE
7379,19:24:43,12/2/2016,Sybil Faulkner,383254-4286,TASTE OF EUROPE
7380,11:42:32,9/6/2016,Mason Griffin,383254-4286,TASTE OF EUROPE
7381,9:15:28,7/15/2016,Jakeem Waller,383254-4286,TASTE OF EUROPE
7382,8:19:44,10/4/2016,Gage Hines,383254-4286,TASTE OF EUROPE
7383,10:53:25,10/13/2015,Akeem Downs,383254-4286,TASTE OF EUROPE
7384,16:49:56,12/4/2017,Kadeem Sandoval,383254-4286,TASTE OF EUROPE
7385,15:51:10,6/8/2015,Allistair Ball,383254-4286,TASTE OF EUROPE
7386,9:15:27,4/23/2015,Brynne Madden,383254-4286,TASTE OF EUROPE
7387,5:50:06,4/27/2016,Hedley Mcknight,383254-4286,TASTE OF EUROPE
7388,17:53:05,5/26/2015,Juliet Pitts,383254-4286,TASTE OF EUROPE
7389,5:04:54,9/3/2015,Tate Mckee,383254-4286,TASTE OF EUROPE
7390,10:52:43,5/25/2018,Galena Hebert,383254-4286,TASTE OF EUROPE
7391,11:33:46,2/13/2017,Griffin Atkins,383254-4286,TASTE OF EUROPE
7392,19:25:37,5/22/2017,Leroy Peters,383254-4286,TASTE OF EUROPE
7393,13:07:46,7/7/2015,Martina Austin,383254-4286,TASTE OF EUROPE
7394,5:16:53,6/22/2017,Susan Merrill,383254-4286,TASTE OF EUROPE
7395,18:33:02,2/24/2015,Noelle Maynard,383254-4286,TASTE OF EUROPE
7396,7:57:43,12/19/2018,Garth Mcdonald,383254-4286,TASTE OF EUROPE
7397,18:57:33,12/22/2016,Ivor Ford,383254-4286,TASTE OF EUROPE
7398,18:45:49,6/30/2016,Garth Mcdonald,383254-4286,TASTE OF EUROPE
7399,14:55:12,5/26/2015,Cooper Baxter,383254-4286,TASTE OF EUROPE
7400,6:11:19,11/14/2017,Whoopi Hopkins,383254-4286,TASTE OF EUROPE
7401,6:50:37,6/7/2016,Lamar Miranda,383254-4286,TASTE OF EUROPE
7402,16:22:28,8/27/2018,Noble Lindsay,383254-4286,TASTE OF EUROPE
7403,12:29:41,4/26/2016,Hashim Stokes,383254-4286,TASTE OF EUROPE
7404,9:30:22,1/20/2017,Isadora Burke,383254-4286,TASTE OF EUROPE
7405,4:27:13,12/6/2016,Erin Hewitt,972787-2484,L'Avant Comptoir de la Mer
7406,8:06:08,8/9/2016,Blythe Robertson,972787-2484,L'Avant Comptoir de la Mer
7407,7:36:04,4/18/2018,Blythe Kennedy,972787-2484,L'Avant Comptoir de la Mer
7408,16:07:46,4/12/2018,James Glenn,972787-2484,L'Avant Comptoir de la Mer
7409,12:35:09,2/26/2015,Devin Bishop,972787-2484,L'Avant Comptoir de la Mer
7410,11:33:45,10/28/2016,Erin Hewitt,972787-2484,L'Avant Comptoir de la Mer
7411,12:16:59,6/9/2015,Solomon Ratliff,972787-2484,L'Avant Comptoir de la Mer
7412,1:31:50,11/9/2018,Cyrus Miles,972787-2484,L'Avant Comptoir de la Mer
7413,10:45:52,12/25/2018,Phillip Hunt,972787-2484,L'Avant Comptoir de la Mer
7414,15:19:28,5/1/2018,Bert Carrillo,972787-2484,L'Avant Comptoir de la Mer
7415,11:06:52,7/7/2015,Chester Malone,972787-2484,L'Avant Comptoir de la Mer
7416,9:29:53,2/2/2017,May Mcknight,972787-2484,L'Avant Comptoir de la Mer
7417,10:55:51,12/29/2016,Blythe Robertson,972787-2484,L'Avant Comptoir de la Mer
7418,8:29:48,11/16/2016,Whitney Palmer,972787-2484,L'Avant Comptoir de la Mer
7419,11:01:02,11/27/2018,Adam Austin,972787-2484,L'Avant Comptoir de la Mer
7420,6:39:05,3/30/2017,Yoshi Thompson,972787-2484,L'Avant Comptoir de la Mer
7421,12:27:23,9/10/2018,Mohammad Garza,972787-2484,L'Avant Comptoir de la Mer
7422,4:44:52,6/2/2016,Zenia Santos,972787-2484,L'Avant Comptoir de la Mer
7423,19:16:41,5/9/2017,Chancellor Salas,972787-2484,L'Avant Comptoir de la Mer
7424,13:24:17,3/22/2018,Brady Hart,972787-2484,L'Avant Comptoir de la Mer
7425,18:16:12,11/13/2017,Catherine Owens,972787-2484,L'Avant Comptoir de la Mer
7426,16:19:11,7/3/2018,Cyrus Miles,972787-2484,L'Avant Comptoir de la Mer
7427,9:54:44,11/30/2018,Lysandra Garrison,972787-2484,L'Avant Comptoir de la Mer
7428,8:40:23,6/1/2018,Solomon Ratliff,972787-2484,L'Avant Comptoir de la Mer
7429,10:26:29,6/22/2016,Boris Jefferson,972787-2484,L'Avant Comptoir de la Mer
7430,11:49:27,3/14/2017,Regina Nichols,972787-2484,L'Avant Comptoir de la Mer
7431,6:50:39,9/28/2017,Ashton Howard,972787-2484,L'Avant Comptoir de la Mer
7432,13:29:15,3/17/2017,Andrew Craft,972787-2484,L'Avant Comptoir de la Mer
7433,16:39:00,7/8/2015,Aurora Jensen,972787-2484,L'Avant Comptoir de la Mer
7434,16:24:32,6/22/2015,Hilel Anderson,972787-2484,L'Avant Comptoir de la Mer
7435,7:42:41,2/18/2016,Griffin Aguilar,972787-2484,L'Avant Comptoir de la Mer
7436,12:22:02,5/9/2018,Lucius Simpson,972787-2484,L'Avant Comptoir de la Mer
7437,19:01:52,10/17/2017,Mona Waters,972787-2484,L'Avant Comptoir de la Mer
7438,15:05:35,11/30/2016,Dieter Padilla,972787-2484,L'Avant Comptoir de la Mer
7439,17:41:01,7/23/2015,Hyacinth Frost,972787-2484,L'Avant Comptoir de la Mer
7440,15:40:04,8/28/2018,Quinlan Cruz,972787-2484,L'Avant Comptoir de la Mer
7441,2:09:37,9/26/2016,Belle Padilla,972787-2484,L'Avant Comptoir de la Mer
7442,5:00:18,6/23/2017,Gemma Guy,972787-2484,L'Avant Comptoir de la Mer
7443,16:35:22,11/22/2017,Adam Austin,972787-2484,L'Avant Comptoir de la Mer
7444,2:04:53,2/24/2017,Lael Day,972787-2484,L'Avant Comptoir de la Mer
7445,7:08:27,6/26/2015,Callie Wilkinson,972787-2484,L'Avant Comptoir de la Mer
7446,13:56:34,10/25/2016,Brian Bush,972787-2484,L'Avant Comptoir de la Mer
7447,4:21:00,12/4/2015,Lawrence Pratt,972787-2484,L'Avant Comptoir de la Mer
7448,6:35:02,7/22/2015,Catherine Owens,972787-2484,L'Avant Comptoir de la Mer
7449,12:15:59,11/16/2018,Vielka Good,972787-2484,L'Avant Comptoir de la Mer
7450,3:03:29,10/20/2016,Hilel Anderson,972787-2484,L'Avant Comptoir de la Mer
7451,1:37:29,11/3/2015,Fredericka Vincent,972787-2484,L'Avant Comptoir de la Mer
7452,11:12:54,11/30/2017,Hyacinth Frost,972787-2484,L'Avant Comptoir de la Mer
7453,13:48:06,8/1/2018,Vivien Richardson,972787-2484,L'Avant Comptoir de la Mer
7454,3:08:13,7/26/2017,Devin Bishop,972787-2484,L'Avant Comptoir de la Mer
7455,9:00:05,4/2/2018,Whitney Palmer,972787-2484,L'Avant Comptoir de la Mer
7456,2:51:27,8/8/2017,Devin Bishop,972787-2484,L'Avant Comptoir de la Mer
7457,13:45:22,9/11/2017,Dieter Padilla,972787-2484,L'Avant Comptoir de la Mer
7458,5:13:22,8/18/2017,Yetta Kent,972787-2484,L'Avant Comptoir de la Mer
7459,2:33:28,7/14/2017,May Mcknight,972787-2484,L'Avant Comptoir de la Mer
7460,13:40:43,5/9/2016,Hadley Stevenson,972787-2484,L'Avant Comptoir de la Mer
7461,12:15:33,4/17/2018,Ashton Howard,972787-2484,L'Avant Comptoir de la Mer
7462,2:51:13,4/28/2017,Rose Alford,972787-2484,L'Avant Comptoir de la Mer
7463,14:04:02,4/20/2017,Rose Alford,972787-2484,L'Avant Comptoir de la Mer
7464,3:16:19,10/3/2017,Basil Hutchinson,972787-2484,L'Avant Comptoir de la Mer
7465,14:23:25,7/4/2018,Catherine Owens,972787-2484,L'Avant Comptoir de la Mer
7466,17:24:13,12/27/2017,Donovan Charles,972787-2484,L'Avant Comptoir de la Mer
7467,13:11:24,3/29/2018,Blythe Robertson,972787-2484,L'Avant Comptoir de la Mer
7468,16:12:27,3/25/2016,Warren Rivers,972787-2484,L'Avant Comptoir de la Mer
7469,17:54:54,4/19/2017,Hilel Anderson,972787-2484,L'Avant Comptoir de la Mer
7470,18:46:36,1/19/2015,Robin Burns,972787-2484,L'Avant Comptoir de la Mer
7471,9:23:58,7/15/2016,Brenna Nunez,972787-2484,L'Avant Comptoir de la Mer
7472,14:41:54,10/21/2016,Adrienne Berry,972787-2484,L'Avant Comptoir de la Mer
7473,5:56:30,7/29/2015,Ashton Howard,972787-2484,L'Avant Comptoir de la Mer
7474,10:25:41,12/15/2015,Venus Roth,972787-2484,L'Avant Comptoir de la Mer
7475,11:09:37,3/22/2016,Samson Obrien,972787-2484,L'Avant Comptoir de la Mer
7476,19:27:49,1/24/2018,Clare William,972787-2484,L'Avant Comptoir de la Mer
7477,12:54:01,12/21/2016,Harrison Baxter,972787-2484,L'Avant Comptoir de la Mer
7478,14:37:52,3/20/2018,Bianca Fowler,972787-2484,L'Avant Comptoir de la Mer
7479,13:33:43,5/24/2017,Carissa Parks,972787-2484,L'Avant Comptoir de la Mer
7480,7:57:31,8/4/2015,Whoopi Barr,972787-2484,L'Avant Comptoir de la Mer
7481,6:50:19,2/18/2015,Vielka Good,972787-2484,L'Avant Comptoir de la Mer
7482,19:51:35,2/10/2017,Vielka Good,972787-2484,L'Avant Comptoir de la Mer
7483,11:29:52,1/23/2018,Bianca Fowler,972787-2484,L'Avant Comptoir de la Mer
7484,1:03:18,11/13/2018,Aurora Jensen,972787-2484,L'Avant Comptoir de la Mer
7485,18:35:25,5/30/2016,Rose Alford,972787-2484,L'Avant Comptoir de la Mer
7486,6:14:46,6/12/2018,Fredericka Vincent,972787-2484,L'Avant Comptoir de la Mer
7487,3:56:30,6/29/2017,Hyacinth Frost,972787-2484,L'Avant Comptoir de la Mer
7488,1:16:17,7/26/2018,Basil Hutchinson,972787-2484,L'Avant Comptoir de la Mer
7489,17:09:12,9/11/2018,Jordan Morrison,972787-2484,L'Avant Comptoir de la Mer
7490,16:57:22,5/6/2015,Colorado Strong,972787-2484,L'Avant Comptoir de la Mer
7491,3:35:52,7/6/2016,Reagan Barnett,972787-2484,L'Avant Comptoir de la Mer
7492,6:07:33,11/2/2018,Adrienne Berry,972787-2484,L'Avant Comptoir de la Mer
7493,17:26:27,9/6/2017,Keegan Chambers,972787-2484,L'Avant Comptoir de la Mer
7494,13:28:57,3/8/2017,Shay Barrera,972787-2484,L'Avant Comptoir de la Mer
7495,10:16:05,11/17/2015,Bert Carrillo,972787-2484,L'Avant Comptoir de la Mer
7496,1:38:54,9/7/2015,Robin Burns,972787-2484,L'Avant Comptoir de la Mer
7497,9:29:00,11/7/2018,Stacy Hurley,829829-6701,Bar Neon Monkey
7498,12:43:20,1/11/2018,Hop Williamson,829829-6701,Bar Neon Monkey
7499,18:13:09,6/16/2016,Xandra Rich,829829-6701,Bar Neon Monkey
7500,16:16:18,5/9/2018,Paul Bennett,829829-6701,Bar Neon Monkey
7501,5:47:31,3/21/2018,Jordan Franklin,829829-6701,Bar Neon Monkey
7502,15:37:07,1/12/2018,Illana Maddox,829829-6701,Bar Neon Monkey
7503,19:03:47,12/21/2015,Isadora Meyers,829829-6701,Bar Neon Monkey
7504,11:11:47,10/29/2015,Leslie Lamb,829829-6701,Bar Neon Monkey
7505,17:35:52,3/3/2015,Akeem Meadows,829829-6701,Bar Neon Monkey
7506,6:06:23,12/3/2018,Ali Harrell,829829-6701,Bar Neon Monkey
7507,13:37:17,6/6/2016,Zorita Blanchard,829829-6701,Bar Neon Monkey
7508,18:21:40,3/23/2018,Illana Maddox,829829-6701,Bar Neon Monkey
7509,19:12:12,8/29/2018,Deirdre James,829829-6701,Bar Neon Monkey
7510,6:10:15,11/15/2017,Helen Mendoza,829829-6701,Bar Neon Monkey
7511,11:25:04,12/19/2018,Brittany Lucas,829829-6701,Bar Neon Monkey
7512,16:25:49,10/4/2016,Hammett Williams,829829-6701,Bar Neon Monkey
7513,7:34:44,11/29/2018,Hashim Bradshaw,829829-6701,Bar Neon Monkey
7514,20:07:37,4/3/2018,Palmer Lyons,829829-6701,Bar Neon Monkey
7515,18:31:43,4/17/2017,Teegan Cantrell,829829-6701,Bar Neon Monkey
7516,6:12:51,2/11/2016,Leilani Farmer,829829-6701,Bar Neon Monkey
7517,10:59:41,1/19/2015,Maite Barrett,829829-6701,Bar Neon Monkey
7518,7:45:58,10/27/2017,Alvin Lamb,829829-6701,Bar Neon Monkey
7519,13:35:52,4/26/2016,Cedric Mason,829829-6701,Bar Neon Monkey
7520,14:16:40,9/18/2017,Jack Kline,829829-6701,Bar Neon Monkey
7521,9:42:13,8/31/2018,Yael Cooke,829829-6701,Bar Neon Monkey
7522,15:09:33,3/24/2017,Lois Mcclain,829829-6701,Bar Neon Monkey
7523,20:40:37,10/25/2016,Alan Shaffer,829829-6701,Bar Neon Monkey
7524,18:40:35,4/8/2016,Brent Delaney,829829-6701,Bar Neon Monkey
7525,6:13:46,3/16/2017,Kasimir Bush,829829-6701,Bar Neon Monkey
7526,19:53:41,8/28/2015,Calvin Erickson,829829-6701,Bar Neon Monkey
7527,10:35:47,9/21/2016,Luke Jones,829829-6701,Bar Neon Monkey
7528,6:54:35,7/26/2017,Gray Kaufman,829829-6701,Bar Neon Monkey
7529,4:23:37,11/10/2017,Denton Murray,829829-6701,Bar Neon Monkey
7530,15:33:37,3/21/2016,Alvin Lamb,829829-6701,Bar Neon Monkey
7531,12:28:18,6/5/2017,Kylynn Bean,829829-6701,Bar Neon Monkey
7532,18:39:02,3/9/2016,Maite Barrett,829829-6701,Bar Neon Monkey
7533,5:32:31,4/11/2017,Isadora Meyers,829829-6701,Bar Neon Monkey
7534,7:06:30,10/14/2015,Lois Mcclain,829829-6701,Bar Neon Monkey
7535,8:29:02,8/13/2015,Nero Dawson,829829-6701,Bar Neon Monkey
7536,16:31:14,12/6/2017,Evangeline Rivas,829829-6701,Bar Neon Monkey
7537,12:55:15,1/20/2016,Olivia Ware,829829-6701,Bar Neon Monkey
7538,20:25:33,3/9/2015,Orla Rollins,829829-6701,Bar Neon Monkey
7539,18:09:34,5/29/2015,Helen Mendoza,829829-6701,Bar Neon Monkey
7540,17:59:03,6/14/2017,Baxter Gilliam,829829-6701,Bar Neon Monkey
7541,15:00:32,8/15/2017,Helen Mendoza,829829-6701,Bar Neon Monkey
7542,10:32:20,5/9/2018,Brittany Lucas,829829-6701,Bar Neon Monkey
7543,14:19:09,1/28/2016,Ali Harrell,829829-6701,Bar Neon Monkey
7544,14:59:31,4/20/2015,Ross Bright,829829-6701,Bar Neon Monkey
7545,13:39:06,7/16/2018,Ross Bright,829829-6701,Bar Neon Monkey
7546,6:18:11,3/4/2015,Teegan Cantrell,829829-6701,Bar Neon Monkey
7547,16:48:40,7/8/2016,Lois Mcclain,829829-6701,Bar Neon Monkey
7548,18:53:21,8/8/2016,Desirae Pratt,829829-6701,Bar Neon Monkey
7549,6:47:22,12/20/2018,Alan Shaffer,829829-6701,Bar Neon Monkey
7550,6:07:27,9/1/2016,Halee William,829829-6701,Bar Neon Monkey
7551,14:43:38,12/6/2018,Leslie Lamb,829829-6701,Bar Neon Monkey
7552,10:01:42,3/20/2017,Halee William,829829-6701,Bar Neon Monkey
7553,15:38:15,4/8/2016,Violet Castro,829829-6701,Bar Neon Monkey
7554,11:38:37,6/9/2017,Jack Kline,829829-6701,Bar Neon Monkey
7555,7:30:12,6/13/2017,Calvin Erickson,829829-6701,Bar Neon Monkey
7556,13:44:39,11/14/2017,Chantale Hale,829829-6701,Bar Neon Monkey
7557,10:16:57,12/10/2015,Uta Abbott,829829-6701,Bar Neon Monkey
7558,8:12:21,4/6/2018,Madeson Daniel,829829-6701,Bar Neon Monkey
7559,9:46:29,1/8/2015,Ali Harrell,829829-6701,Bar Neon Monkey
7560,17:58:51,4/23/2015,Leilani Farmer,829829-6701,Bar Neon Monkey
7561,16:29:05,7/31/2015,Reece Carroll,829829-6701,Bar Neon Monkey
7562,16:33:18,2/27/2015,Hashim Bradshaw,829829-6701,Bar Neon Monkey
7563,3:12:27,11/21/2016,Allegra Miles,829829-6701,Bar Neon Monkey
7564,8:08:03,2/25/2016,Casey Valentine,829829-6701,Bar Neon Monkey
7565,7:18:12,10/18/2016,Stacy Hurley,829829-6701,Bar Neon Monkey
7566,19:49:06,1/19/2015,Violet Castro,829829-6701,Bar Neon Monkey
7567,7:41:35,11/1/2017,Acton Gibson,829829-6701,Bar Neon Monkey
7568,7:43:29,1/5/2016,Abel Barnes,829829-6701,Bar Neon Monkey
7569,16:22:18,12/5/2017,Baxter Gilliam,829829-6701,Bar Neon Monkey
7570,5:01:39,3/23/2018,Ross Bright,829829-6701,Bar Neon Monkey
7571,11:55:48,5/29/2015,Kennedy Bailey,829829-6701,Bar Neon Monkey
7572,14:51:20,5/3/2017,Thaddeus Dickerson,829829-6701,Bar Neon Monkey
7573,16:32:40,9/20/2018,Reece Carroll,829829-6701,Bar Neon Monkey
7574,9:03:07,8/13/2015,Richard Colon,829829-6701,Bar Neon Monkey
7575,13:03:45,3/23/2017,Tara Griffin,829829-6701,Bar Neon Monkey
7576,10:29:06,10/6/2016,Rigel Gibbs,829829-6701,Bar Neon Monkey
7577,5:16:27,4/24/2017,Denton Murray,829829-6701,Bar Neon Monkey
7578,6:43:29,6/8/2015,Hop Williamson,829829-6701,Bar Neon Monkey
7579,5:57:02,7/13/2016,Kylie Hale,829829-6701,Bar Neon Monkey
7580,17:05:02,2/15/2017,Halee William,829829-6701,Bar Neon Monkey
7581,18:15:09,2/2/2018,Desirae Pratt,829829-6701,Bar Neon Monkey
7582,13:06:30,12/24/2018,Yoshio Bryan,829829-6701,Bar Neon Monkey
7583,9:44:06,9/11/2017,Channing Buck,278532-0199,Bar Italiya
7584,16:37:02,2/23/2017,Asher Howe,278532-0199,Bar Italiya
7585,6:41:06,3/14/2018,Maggie Washington,278532-0199,Bar Italiya
7586,6:50:14,1/24/2017,Sawyer Fleming,278532-0199,Bar Italiya
7587,14:58:31,11/10/2015,Asher Howe,278532-0199,Bar Italiya
7588,16:40:32,4/22/2016,Leilani Gonzalez,278532-0199,Bar Italiya
7589,12:08:39,9/4/2018,Philip Carver,278532-0199,Bar Italiya
7590,7:31:46,4/20/2018,Leo Moran,278532-0199,Bar Italiya
7591,14:26:48,7/13/2015,Wyatt Watts,278532-0199,Bar Italiya
7592,10:43:56,8/23/2016,Garrett Preston,278532-0199,Bar Italiya
7593,13:25:35,1/9/2017,Wynter Cooke,278532-0199,Bar Italiya
7594,3:14:43,12/22/2017,Maggie Washington,278532-0199,Bar Italiya
7595,16:20:43,11/20/2018,Ronan Davenport,278532-0199,Bar Italiya
7596,5:58:56,10/11/2018,Adrian Singleton,278532-0199,Bar Italiya
7597,12:23:12,1/3/2017,Peter Gillespie,278532-0199,Bar Italiya
7598,13:38:42,9/21/2017,Hammett Fitzgerald,278532-0199,Bar Italiya
7599,16:41:11,6/9/2016,Philip Carver,278532-0199,Bar Italiya
7600,16:20:47,7/14/2016,Pearl Hahn,278532-0199,Bar Italiya
7601,9:33:12,7/5/2016,Xena Hartman,278532-0199,Bar Italiya
7602,15:06:13,10/10/2018,Keelie Barron,278532-0199,Bar Italiya
7603,8:01:13,3/13/2017,Leo Moran,278532-0199,Bar Italiya
7604,8:13:26,11/2/2015,Maris Porter,278532-0199,Bar Italiya
7605,3:04:59,1/4/2017,Kuame Glover,278532-0199,Bar Italiya
7606,12:52:48,4/28/2015,Michael Wilkerson,278532-0199,Bar Italiya
7607,6:43:45,1/6/2017,Kasper Carr,278532-0199,Bar Italiya
7608,8:02:25,3/9/2018,Peter Gillespie,278532-0199,Bar Italiya
7609,11:01:27,8/20/2018,Felix Payne,278532-0199,Bar Italiya
7610,4:08:10,5/9/2016,Zenia Mccarty,278532-0199,Bar Italiya
7611,6:48:04,7/9/2015,Kuame Glover,278532-0199,Bar Italiya
7612,14:24:25,10/26/2018,Trevor Fisher,278532-0199,Bar Italiya
7613,11:38:39,5/11/2015,Wynter Cooke,278532-0199,Bar Italiya
7614,13:41:42,7/16/2018,Chanda Craig,278532-0199,Bar Italiya
7615,7:35:30,5/6/2015,Xaviera Mcfarland,278532-0199,Bar Italiya
7616,10:15:37,5/16/2016,Sybill Garrett,278532-0199,Bar Italiya
7617,12:25:05,2/5/2018,Meredith Whitney,278532-0199,Bar Italiya
7618,15:10:07,3/6/2018,Amanda Stafford,278532-0199,Bar Italiya
7619,12:19:29,1/30/2017,Maxine Nicholson,278532-0199,Bar Italiya
7620,8:49:26,5/5/2015,Emerald Lynch,278532-0199,Bar Italiya
7621,3:35:29,7/19/2016,Amal Nelson,278532-0199,Bar Italiya
7622,10:39:46,6/13/2017,Wayne Pena,278532-0199,Bar Italiya
7623,6:22:16,12/28/2018,Kuame Dunlap,278532-0199,Bar Italiya
7624,5:36:07,11/30/2016,Charity Jarvis,278532-0199,Bar Italiya
7625,15:43:44,12/19/2018,Quinlan Craft,278532-0199,Bar Italiya
7626,12:11:30,5/25/2016,Quinn Stark,278532-0199,Bar Italiya
7627,14:33:16,9/11/2017,Pearl Hahn,278532-0199,Bar Italiya
7628,10:43:18,10/2/2017,Channing Buck,278532-0199,Bar Italiya
7629,10:59:54,1/25/2018,Felix Payne,278532-0199,Bar Italiya
7630,5:29:27,5/16/2017,Sade Chase,278532-0199,Bar Italiya
7631,11:50:31,11/1/2018,Garrett Preston,278532-0199,Bar Italiya
7632,14:31:13,3/31/2016,Elton Moody,278532-0199,Bar Italiya
7633,5:33:28,12/4/2018,Quon Kerr,278532-0199,Bar Italiya
7634,3:04:26,2/11/2015,Alfonso Mercado,278532-0199,Bar Italiya
7635,10:35:33,2/18/2015,Pearl Hahn,278532-0199,Bar Italiya
7636,11:45:48,10/5/2015,Charity Lott,278532-0199,Bar Italiya
7637,5:28:03,11/25/2015,Quinn Stark,278532-0199,Bar Italiya
7638,5:34:26,11/17/2016,Leo Moran,278532-0199,Bar Italiya
7639,11:02:58,10/1/2015,Zenia Mccarty,278532-0199,Bar Italiya
7640,14:35:54,10/15/2015,Joy Crane,278532-0199,Bar Italiya
7641,6:46:33,1/15/2016,Ashely Sanchez,278532-0199,Bar Italiya
7642,5:12:59,12/18/2017,Marny Hampton,278532-0199,Bar Italiya
7643,8:44:34,5/9/2018,Nolan Meyers,278532-0199,Bar Italiya
7644,8:19:03,6/15/2015,Xaviera Mcfarland,278532-0199,Bar Italiya
7645,12:21:59,10/20/2015,Yasir Best,278532-0199,Bar Italiya
7646,7:36:02,2/23/2018,Quinlan Craft,278532-0199,Bar Italiya
7647,12:52:46,6/14/2016,Thomas Carlson,278532-0199,Bar Italiya
7648,11:55:06,12/11/2015,Channing Buck,278532-0199,Bar Italiya
7649,7:34:08,7/17/2015,Davis Barlow,278532-0199,Bar Italiya
7650,9:02:49,9/7/2017,Felix Payne,278532-0199,Bar Italiya
7651,3:04:27,4/20/2015,Keelie Barron,278532-0199,Bar Italiya
7652,4:51:05,6/2/2017,Xaviera Mcfarland,278532-0199,Bar Italiya
7653,4:10:06,11/11/2015,Sylvester Walter,278532-0199,Bar Italiya
7654,15:39:16,3/18/2016,Aubrey Hall,278532-0199,Bar Italiya
7655,3:05:26,10/11/2017,Garrett Preston,278532-0199,Bar Italiya
7656,4:54:35,4/8/2015,Charity Jarvis,278532-0199,Bar Italiya
7657,12:23:48,12/22/2016,Alma Shaffer,278532-0199,Bar Italiya
7658,12:08:26,7/14/2017,Sawyer Fleming,278532-0199,Bar Italiya
7659,14:29:13,3/11/2015,Bevis Hunter,278532-0199,Bar Italiya
7660,5:58:40,10/27/2016,Jamal Bowman,278532-0199,Bar Italiya
7661,11:42:14,10/15/2018,Nigel Donovan,278532-0199,Bar Italiya
7662,15:51:35,9/1/2015,Vaughan Meyer,278532-0199,Bar Italiya
7663,5:02:10,5/11/2018,Philip Carver,278532-0199,Bar Italiya
7664,6:49:14,12/20/2017,Chanda Craig,278532-0199,Bar Italiya
7665,16:30:32,2/20/2017,Nigel Donovan,278532-0199,Bar Italiya
7666,10:58:31,9/29/2017,Sylvester Walter,278532-0199,Bar Italiya
7667,14:56:59,7/10/2015,Channing Barber,278532-0199,Bar Italiya
7668,4:58:36,3/9/2018,Keelie Barron,278532-0199,Bar Italiya
7669,3:52:51,8/3/2016,Hu Castro,278532-0199,Bar Italiya
7670,14:00:15,11/23/2017,Wynter Cooke,278532-0199,Bar Italiya
